workout_id	workout_name	movement_type	visual_type	experience_levels	required_equipment	environment	intensity	impact	fatigue	order_rank	movement_pattern	primary_muscles	secondary_muscles	goals	tags	duration_min	prescription	rep_range_min	rep_range_max	load_target	training_style	heavy_eligible	rest	progression	regression	contraindications	avoid_with	substitutions	cue_1	cue_2	cue_3	media_src
close_grip_push_up	Close-Grip Push-Up	strength	lift	"intermediate,advanced"	none	"home,gym"	medium	low	medium	5	horizontal_push	"triceps,chest"	core	"bodybuilding,strength"	"arms,push,bodyweight"	8	3 sets x 6-10 reps	6	10	light	compound	no	75 seconds	Add reps or slow tempo.	Use elevated hands or close-grip floor press.	"wrist_pain,shoulder_pain"	close_grip_floor_press	"incline_push_up,close_grip_floor_press"	Hands under shoulders.	Keep elbows close.	Press without hips sagging.	
dumbbell_wrist_curl	Dumbbell Wrist Curl	strength	lift	"beginner,intermediate,advanced"	dumbbells	"home,gym"	low	low	low	6	wrist_flexion	forearms	grip	"bodybuilding,strength"	"forearms,grip,isolation"	6	2 sets x 12-15 reps	12	15	light	accessory	no	30 seconds	Add reps before weight.	Use lighter dumbbells.	wrist_pain	none	farmer_carry	Support forearms.	Move only at the wrist.	Use slow control.	
dumbbell_russian_twist	Dumbbell Russian Twist	strength	yoga	"beginner,intermediate,advanced"	"none,dumbbells"	"home,gym"	medium	low	medium	5	rotation	"obliques,core"	hip_flexors	"strength,conditioning"	"core,rotation,bodyweight"	8	3 sets x 8-12 each side	8	12	light	control	no	45 seconds	Add reps or a light dumbbell.	Keep feet down or use bodyweight only.	low_back_pain	none	"dead_bug,side_plank"	"Rotate ribs, not just arms."	Keep spine tall.	Stop before the low back works harder than abs.	
hollow_body_hold	Hollow Body Hold	strength	yoga	"intermediate,advanced"	none	"home,gym"	medium	low	medium	5	anti_extension	core	hip_flexors	"strength,conditioning"	"core,isometric,bodyweight"	6	3 holds x 15-30 seconds			light	control	no	45 seconds	Add hold time.	Bend knees or hold dead bug position.	low_back_pain	dead_bug	"dead_bug,plank"	Press low back gently toward floor.	Reach long through arms and legs.	Stop before back arches.	
lying_leg_raise	Lying Leg Raise	strength	yoga	"beginner,intermediate,advanced"	none	"home,gym"	medium	low	medium	5	hip_flexion	"lower_abs,hip_flexors"	core	"strength,conditioning"	"core,bodyweight"	8	3 sets x 8-12 reps	8	12	light	control	no	45 seconds	Add reps or slower lowering.	Bend knees or use dead bug.	low_back_pain	dead_bug	"dead_bug,hollow_body_hold"	Keep low back quiet.	Lower slowly.	Stop before the back arches.	
wall_sit	Wall Sit	strength	lift	"beginner,intermediate,advanced"	"none,dumbbells"	"home,gym"	medium	low	medium	5	isometric_squat	"quads,glutes"	core	"strength,longevity"	"lower_body,isometric,bodyweight"	6	3 holds x 20-45 seconds			moderate	control	no	60 seconds	Add hold time or hold a dumbbell.	Stand higher or shorten the hold.	knee_pain	box_squat	"box_squat,sit_to_stand"	Keep back against wall.	Keep knees tracking over toes.	Stop before knee pain rises.	
bodyweight_squat	Bodyweight Squat	strength	lift	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	5	squat	"quads,glutes"	core	"strength,longevity,recovery"	"bodyweight,lower_body,beginner"	8	3 sets x 8-12 reps	8	12	light	compound	no	45 seconds	Add reps or slow tempo.	Use sit to stand.	knee_pain	"box_squat,sit_to_stand"	"box_squat,sit_to_stand"	Sit hips back and down.	Keep heels grounded.	Stand tall at the top.	
diamond_push_up	Diamond Push-Up	strength	lift	advanced	none	"home,gym"	high	low	high	5	horizontal_push	"triceps,chest"	shoulders	"bodybuilding,strength"	"arms,push,bodyweight"	8	3 sets x 6-10 reps	6	10	light	compound	no	90 seconds	Add reps or slow tempo.	Use close-grip push-up.	"wrist_pain,shoulder_pain"	close_grip_push_up	"close_grip_push_up,close_grip_floor_press"	Keep hands close but comfortable.	Lower under control.	Stop before elbows flare painfully.	
dumbbell_high_pull	Dumbbell High Pull	strength	lift	advanced	dumbbells	"home,gym"	high	low	high	5	pull_power	"shoulders,traps"	upper_back	"bodybuilding,strength,power"	"shoulders,pull,power,upper_body"	8	3 sets x 6-8 reps	6	8	heavy	compound	yes	90 seconds	Add reps before weight.	Use upright row to comfortable range or rear delt fly.	shoulder_pain	dumbbell_overhead_press	"rear_delt_fly,dumbbell_shrug"	Drive elbows up and out.	Keep dumbbells close.	Stop below any shoulder pinch.	
sun_salutation	Sun Salutation Flow	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	medium	low	low	3	mobility	full_body	heart_lungs	"mobility,recovery"	"flow,breath,mobility"	12	3 slow rounds			light	mobility	no	None	Add a round or slower tempo.	Step back instead of flowing.	"wrist_pain,shoulder_pain"	none	cat_cow_flow	Match movement to breath.	Move slowly enough to balance.	Use a comfortable range.	assets/sun-salutation-flow.png
cat_cow_flow	Cat-Cow Flow	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	3	mobility	spine	core	"mobility,recovery,longevity"	"spine,breath,warmup"	5	8 to 10 slow reps	8	10	light	mobility	no	None	Add breathing holds.	Use smaller range.	wrist_pain	none	seated_spinal_rotation	Move one vertebra at a time.	Use gentle breath.	Avoid forcing end range.	
worlds_greatest_stretch	World's Greatest Stretch	yoga	yoga	"intermediate,advanced"	none	"home,gym"	medium	low	low	3	mobility	"hips,thoracic_spine"	hamstrings	"mobility,strength"	"hips,thoracic,mobility"	8	2 rounds each side			light	mobility	no	None	Add reach or hold time.	Use low lunge only.	"hip_pain,wrist_pain"	none	low_lunge_hold	Step long into lunge.	Rotate through upper back.	Keep breath smooth.	
low_lunge_hold	Low Lunge Hold	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	mobility	"hip_flexors,quads"	glutes	"mobility,recovery"	"hips,cooldown"	6	2 holds x 45 seconds each side			light	mobility	no	None	Add hold time.	Pad knee or shorten stance.	knee_pain	none	standing_hip_flexor_stretch	Stack ribs over hips.	Keep stretch mild.	Do not force the front hip.	
hamstring_floss	Hamstring Floss	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	3	mobility	hamstrings	calves	"mobility,recovery"	"hamstrings,range"	6	2 sets x 8 each side	8	8	light	mobility	no	None	Add range.	Use smaller bend.	sciatic_pain	none	standing_forward_fold	Move gently.	Stop before nerve-like symptoms.	Keep breath steady.	
calf_hip_mobility	Calf and Hip Mobility	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	mobility	"calves,hips"	ankles	"mobility,endurance,running"	"ankles,hips,running"	8	8 minutes easy mobility			light	mobility	no	None	Add time.	Use supported range.	"ankle_pain,hip_pain"	none	hamstring_floss	Ease into each stretch.	Spend extra time on ankles and hips.	No bouncing.	
single_leg_balance	Single-Leg Balance Reach	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	medium	low	low	4	balance	"glutes,feet"	core	"mobility,longevity,balance"	"balance,skill,control"	10	3 sets x 6 each side	6	6	light	mobility	no	30 seconds	Add reach distance.	Hold wall support.	balance_limits	none	supported_balance_hold	Keep hips square.	Reach long through the head.	Tap support when needed.	
supported_balance_hold	Supported Balance Hold	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	4	balance	"feet,glutes"	core	"recovery,longevity,balance"	"balance,beginner,fall_risk"	5	3 holds x 20 seconds each side			light	mobility	no	30 seconds	Use less hand support.	Use both feet down.	balance_limits	none	march_in_place	Stand near support.	Keep eyes forward.	End before wobble becomes unsafe.	
restorative_yoga	Restorative Yoga	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	restorative	"hips,spine"	nervous_system	"recovery,longevity,mobility"	"restorative,recovery,low_fatigue"	12	12 minutes gentle holds			light	mobility	no	None	Add time only if it feels better.	Use one comfortable position.	acute_injury	none	sleep_mobility_reset	Hold each shape gently.	Support knees or hips if needed.	Never force range.	
cooldown_flow	Cooldown Flow	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	cooldown	"hips,shoulders"	nervous_system	"recovery,mobility"	"cooldown,recovery"	7	7 minutes cooldown flow			light	mobility	no	None	Add slow breaths.	Use only child's pose and breathing.	"knee_pain,shoulder_pain"	none	restorative_yoga	Open hips and shoulders.	Use slow exhales.	Let the nervous system settle.	
box_breathing	Box Breathing	recovery	yoga	"beginner,intermediate,advanced"	none	"home,gym,outdoor"	low	low	low	9	breathing	nervous_system	diaphragm	"recovery,longevity"	"breath,stress,sleep"	4	4 rounds of 4-4-4-4 breathing			light	recovery	no	None	Add one round.	Use relaxed breathing.	dizziness	none	recovery_check	Keep breath comfortable.	Stop if dizzy.	Let shoulders soften.	assets/box-breathing.png
sleep_mobility_reset	Sleep and Mobility Reset	recovery	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	recovery	"hips,spine"	nervous_system	"recovery,longevity,sleep"	"sleep,mobility,recovery"	10	"10 minutes: breathing, gentle hips/spine, stillness"			light	recovery	no	None	Add one minute only if sleep feels better.	Do breathing plus one comfortable position.	acute_injury	none	restorative_yoga	Start with slow breathing and longer exhales.	"Move through cat-cow, knees-to-chest, hip stretch, and easy rotation."	Finish still; do not chase a deeper stretch.	
foam_roll_reset	Foam Roll Reset	recovery	yoga	"beginner,intermediate,advanced"	mobility_tools	"home,gym"	low	low	low	8	recovery	"quads,back,calves"	nervous_system	"recovery,mobility"	"soft_tissue,recovery"	8	8 minutes easy foam rolling			light	recovery	no	None	Add areas only if helpful.	Use breathing instead.	acute_injury	none	sleep_mobility_reset	Use light pressure.	Avoid sharp pain.	Move slowly.	
jumping_jacks_intervals	Jumping Jack Intervals	cardio	runner	"beginner,intermediate,advanced"	none	"home,gym"	medium	medium	medium	7	locomotion	"calves,shoulders"	heart_lungs	"conditioning,endurance"	"intervals,conditioning,bodyweight"	12	"6 rounds: 30 seconds on, 30 seconds easy"			light	aerobic	no	30 seconds easy between rounds	Add one round or extend the hard interval.	Use step-touch instead of a jump.	"knee_pain,ankle_pain"	none	"step_touch,high_knees_intervals"	Land soft through the knees.	Keep a steady rhythm.	"Breathe on a pattern, not just at the end."	
high_knees_intervals	High Knee Intervals	cardio	runner	"beginner,intermediate,advanced"	none	"home,gym"	high	medium	medium	7	locomotion	"hip_flexors,calves"	heart_lungs	"conditioning,endurance"	"intervals,fat_loss,conditioning"	10	"5 rounds: 20 seconds hard, 40 seconds easy"			light	aerobic	no	40 seconds easy	Add one round or lengthen the hard interval.	Step in place instead of driving knees high.	"knee_pain,hip_pain,ankle_pain"	none	"jumping_jacks_intervals,march_in_place"	Drive knees to hip height.	Keep the torso tall.	Land under your hips.	assets/high-knee-intervals.png
mountain_climber_intervals	Mountain Climber Intervals	cardio	runner	"intermediate,advanced"	none	"home,gym"	high	low	medium	7	locomotion	"core,shoulders"	heart_lungs	"conditioning,endurance"	"intervals,conditioning,core"	10	"5 rounds: 30 seconds fast, 30 seconds easy"			light	aerobic	no	30 seconds easy	Add one round or speed up the fast interval.	Slow the tempo and keep hips level.	"wrist_pain,shoulder_pain,low_back_pain"	none	"high_knees_intervals,bodyweight_hiit_circuit"	"Keep hips level, don't pike up."	Land quietly on the balls of the feet.	Slow down before form breaks.	
bodyweight_hiit_circuit	Bodyweight HIIT Circuit	cardio	runner	"intermediate,advanced"	none	"home,gym"	high	medium	high	7	circuit	full_body	heart_lungs	"conditioning,endurance"	"intervals,conditioning,core"	14	"4 rounds: squat jump, push-up, high knees - 40 seconds each, 20 seconds rest"			light	aerobic	no	"20 seconds between moves, 60 seconds between rounds"	Add a round or reduce rest.	Use step-touch and incline push-up.	"knee_pain,shoulder_pain,wrist_pain"	none	"dumbbell_cardio_circuit,mountain_climber_intervals"	Move with control even when tired.	Reset your breath between moves.	Stop a round early if form breaks down.	
stair_climber_intervals	Stair Climber Intervals	cardio	runner	"beginner,intermediate,advanced"	cardio_machine	gym	high	low	medium	7	locomotion	"quads,glutes"	heart_lungs	"conditioning,endurance"	"cardio_machine,intervals,low_impact"	16	"6 rounds: 45 seconds fast step, 75 seconds easy step"			light	aerobic	no	75 seconds easy	Add one round or increase level.	Use steady easy stepping only.	"knee_pain,severe_shortness_of_breath"	none	"bike_intervals,row_intervals"	"Use full steps, not tiptoes."	Keep hands light on the rails.	Control your breathing rate.	
stair_climber_steady	Steady Stair Climb	cardio	runner	"beginner,intermediate,advanced"	cardio_machine	gym	medium	low	medium	7	locomotion	"quads,glutes"	heart_lungs	"endurance,recovery"	"cardio_machine,low_impact,endurance"	20	20 minutes steady climbing			light	aerobic	no	None	Add 5 minutes or increase level slightly.	Lower the level and shorten the session.	"knee_pain,severe_shortness_of_breath"	none	"stationary_bike_easy,elliptical_easy"	Keep a pace you can hold.	Stand tall instead of leaning on the rails.	Stay conversational.	
incline_treadmill_walk	Incline Treadmill Walk	cardio	runner	"beginner,intermediate,advanced"	cardio_machine	gym	medium	low	medium	7	locomotion	"calves,glutes"	heart_lungs	"endurance,conditioning"	"cardio_machine,low_impact,walking,endurance"	25	25 minutes incline walking			light	aerobic	no	None	Add incline or 5 minutes.	Lower the incline and keep pace easy.	severe_shortness_of_breath	none	"brisk_walk,stair_climber_steady"	"Walk tall, don't hold the rails."	Keep strides natural.	Let the incline do the work.	
hill_walk_outdoor	Hill Walk	cardio	runner	"beginner,intermediate,advanced"	outdoor	outdoor	medium	low	medium	7	locomotion	"calves,glutes"	heart_lungs	"endurance,outdoor"	"outdoor,walking,endurance"	30	30 minutes walking a hilly route			light	aerobic	no	None	Add distance or pick a hillier route.	Choose a flatter route or shorten the time.	"knee_pain,severe_shortness_of_breath"	none	"outdoor_quest_walk,nature_walk"	Shorten your stride on the uphill.	Let gravity help on the downhill.	Keep your breathing rhythmic.	
trail_hike	Trail Hike	cardio	runner	"intermediate,advanced"	outdoor	outdoor	medium	medium	high	7	locomotion	"calves,glutes,quads"	heart_lungs	"endurance,outdoor,longevity"	"outdoor,walking,endurance,longevity"	45	45 minutes on varied trail terrain			light	aerobic	no	None	Add distance or elevation.	"Choose a shorter, flatter trail."	"knee_pain,ankle_pain,severe_shortness_of_breath"	none	"hill_walk_outdoor,nature_walk"	Watch your footing on uneven ground.	"Use a hiking pace, not a race pace."	Carry water for longer routes.	
shuttle_run_intervals	Shuttle Run Intervals	cardio	runner	"intermediate,advanced"	none	"gym,outdoor"	high	high	high	7	locomotion	"calves,quads"	heart_lungs	"conditioning,power"	"intervals,conditioning,fat_loss"	12	"6 rounds: short sprint out, walk back to recover"			light	aerobic	no	Walk-back recovery between rounds	Add one round or extend the distance.	Jog instead of sprint.	"knee_pain,ankle_pain,severe_shortness_of_breath,acute_injury"	none	"fast_walk_intervals,run_walk_intervals"	Decelerate under control.	"Push off the ground, don't slide."	Take full recovery before the next rep.	
dumbbell_cardio_circuit	Dumbbell Cardio Circuit	cardio	lift	"intermediate,advanced"	dumbbells	"home,gym"	high	low	high	7	circuit	full_body	heart_lungs	"conditioning,strength"	"intervals,conditioning,core"	14	"4 rounds: 8 goblet squats, 8 rows each side, 20-second carry"			light	aerobic	no	45 seconds between rounds	Add a round or reduce rest.	Use lighter dumbbells and add rest.	"low_back_pain,shoulder_pain,grip_pain"	none	bodyweight_hiit_circuit	Keep the pace honest but the form clean.	Set the weight down instead of dropping it.	Breathe through the whole round.	
row_steady_state	Steady Rowing	cardio	runner	"intermediate,advanced"	cardio_machine	gym	medium	low	medium	7	hinge	"legs,back"	heart_lungs	"endurance,conditioning"	"cardio_machine,low_impact,pull,endurance"	18	18 minutes steady rowing			light	aerobic	no	None	Add 5 minutes or increase pace slightly.	Lower resistance and stroke rate.	"low_back_pain,severe_shortness_of_breath"	romanian_deadlift	"stationary_bike_easy,elliptical_easy"	Drive with the legs first.	Keep the spine long.	Match breath to stroke rhythm.	
seated_spinal_rotation	Seated Spinal Rotation	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	3	rotation	spine	core	"mobility,recovery"	"spine,rotation,mobility"	5	2 sets x 5 slow rotations each side	5	5	light	mobility	no	None	Add a longer hold at end range.	Use a smaller rotation.	low_back_pain	none	"cat_cow_flow,thread_the_needle"	"Rotate from the ribs, not just the arms."	Keep both sit bones grounded.	Breathe out as you turn.	
standing_forward_fold	Standing Forward Fold	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	mobility	hamstrings	spine	"mobility,recovery"	"hamstrings,cooldown,mobility"	4	3 holds x 20-30 seconds			light	mobility	no	None	Add hold time or soften the knees less.	Bend the knees generously and hold the thighs.	"low_back_pain,sciatic_pain"	none	"hamstring_floss,seated_forward_fold"	Let your head and neck hang heavy.	Keep a soft bend in the knees.	Roll up slowly afterward.	
standing_hip_flexor_stretch	Standing Hip Flexor Stretch	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	mobility	hip_flexors	quads	"mobility,recovery"	"hips,cooldown,mobility"	5	2 holds x 30 seconds each side			light	mobility	no	None	Add a gentle reach overhead.	Use a shorter stance and less depth.	"knee_pain,balance_limits"	none	low_lunge_hold	Tuck the hips slightly under.	Keep your torso tall.	Hold a support if balance is tricky.	
downward_dog_flow	Downward Dog to Plank Flow	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	medium	low	low	3	mobility	"shoulders,hamstrings"	core	"mobility,strength"	"flow,shoulders,mobility"	8	6 slow flows between downward dog and plank			light	mobility	no	None	Add a push-up at the bottom of each flow.	Bend the knees generously in downward dog.	"wrist_pain,shoulder_pain"	none	"sun_salutation,worlds_greatest_stretch"	Press the floor away in plank.	Reach hips up and back in downward dog.	Keep the neck relaxed.	
pigeon_pose_hold	Pigeon Pose Hold	yoga	yoga	"intermediate,advanced"	none	"home,gym"	medium	low	low	8	mobility	"hips,glutes"	spine	"mobility,recovery"	"hips,restorative,mobility"	8	2 holds x 60-90 seconds each side			light	mobility	no	None	Add hold time or fold deeper.	Use a supported figure-four instead.	"knee_pain,hip_pain"	none	"figure_four_stretch,low_lunge_hold"	Square the hips as much as comfortable.	Support the front knee if there's pinch.	"Breathe into the stretch, don't force it."	
thread_the_needle	Thread the Needle	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	rotation	thoracic_spine	shoulders	"mobility,recovery"	"thoracic,spine,mobility"	6	2 holds x 30 seconds each side			light	mobility	no	None	Add reach or hold time.	Use a smaller range of rotation.	"shoulder_pain,neck_pain"	none	"seated_spinal_rotation,worlds_greatest_stretch"	Thread the arm under slowly.	Rest your head naturally.	Keep the hips square.	
seated_forward_fold	Seated Forward Fold	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	mobility	hamstrings	spine	"mobility,recovery"	"hamstrings,restorative,mobility"	5	3 holds x 30 seconds			light	mobility	no	None	Add hold time or reach further.	Bend the knees and use a strap or towel.	"sciatic_pain,low_back_pain"	none	"hamstring_floss,standing_forward_fold"	Hinge from the hips first.	"Keep the spine long, not rounded."	Stop at a comfortable stretch.	
warrior_flow	Warrior Flow	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	medium	low	low	3	mobility	"hips,quads"	shoulders	"mobility,strength,balance"	"flow,hips,control"	9	4 slow flows each side through warrior positions			light	mobility	no	None	Add a hold at the deepest position.	Use a shorter stance and less depth.	"knee_pain,balance_limits"	none	"sun_salutation,worlds_greatest_stretch"	Root through the back foot.	Keep the front knee tracking over the toes.	Reach long through the fingertips.	
figure_four_stretch	Figure-Four Stretch	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	mobility	glutes	hips	"mobility,recovery"	"hips,restorative,mobility"	5	2 holds x 30-45 seconds each side			light	mobility	no	None	Add hold time or a gentle pull toward the chest.	Keep the head and shoulders down and use less pull.	"hip_pain,knee_pain"	none	pigeon_pose_hold	Keep the resting foot flexed.	"Pull gently, don't yank."	Relax your shoulders down.	
cross_body_shoulder_stretch	Cross-Body Shoulder Stretch	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	mobility	shoulders	upper_back	"mobility,recovery"	"shoulders,cooldown,mobility"	4	2 holds x 20-30 seconds each side			light	mobility	no	None	Add hold time.	Use a smaller pull.	shoulder_pain	none	thread_the_needle	"Pull gently at the elbow, not the wrist."	"Keep the shoulder down, away from the ear."	Stop at a comfortable stretch.	
ankle_mobility_flow	Ankle Mobility Flow	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	3	ankle	ankles	calves	"mobility,running"	"ankles,warmup,mobility"	5	"2 sets x 10 ankle circles each direction, each side"	10	10	light	mobility	no	None	Add banded ankle work.	Use smaller circles.	ankle_pain	none	calf_hip_mobility	Move slowly through the full range.	Keep the movement coming from the ankle.	Notice any stiff spots without forcing them.	assets/ankle-mobility.png
seated_meditation_breath	Seated Meditation Breath	yoga	yoga	"beginner,intermediate,advanced"	none	"home,gym,outdoor"	low	low	low	9	breathing	nervous_system	diaphragm	"recovery,longevity"	"breath,stress,control"	6	"6 minutes of slow, unstructured natural breathing"			light	mobility	no	None	Add time.	Shorten to 3 minutes.	dizziness	none	box_breathing	"Let the breath be natural, not counted."	Notice the breath without changing it at first.	Let the exhale be a little longer than the inhale.	
standing_balance_flow	Standing Balance Flow	yoga	yoga	"intermediate,advanced"	none	"home,gym"	medium	low	low	4	balance	"glutes,feet"	core	"balance,longevity,mobility"	"balance,control,skill"	8	3 sets x 5 reaches each side with arm flow	5	5	light	mobility	no	20 seconds	Close the eyes briefly or add a torso twist.	Use supported_balance_hold instead.	balance_limits	none	"single_leg_balance,supported_balance_hold"	Keep a soft bend in the standing knee.	Move slowly through each reach.	Reset between sides if you wobble.	
recovery_check	Recovery Check-In	recovery	yoga	"beginner,intermediate,advanced"	none	"home,gym,outdoor"	low	low	low	1	readiness	nervous_system	none	"recovery,longevity"	"readiness,recovery"	2	"Rate soreness and energy in one word, then confirm today's plan."			light	recovery	no	None	Add a note about what changed since yesterday.	Use a quick thumbs up or down check.	none	none	readiness_check	Be honest rather than heroic.	A quick check still counts.	"Use this to fine-tune, not to skip the day."	
step_touch	Step Touch	recovery	runner	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	2	locomotion	"calves,glutes"	core	"recovery,endurance"	"warmup,low_impact,beginner"	5	5 minutes easy side-to-side stepping			light	recovery	no	None	Add arm reach or a light tempo.	Slow the tempo and shorten the step.	balance_limits	none	"march_in_place,easy_walk"	Keep the steps small and controlled.	Let your arms move naturally.	Breathe easily throughout.	
neck_shoulder_release	Neck and Shoulder Release	recovery	yoga	"beginner,intermediate,advanced"	none	"home,gym,outdoor"	low	low	low	8	mobility	"neck,shoulders"	upper_back	"recovery,mobility"	"shoulders,stress,restorative"	5	5 minutes gentle neck and shoulder mobility			light	recovery	no	None	Add slow shoulder circles.	Use a smaller range and slower pace.	neck_pain	none	"cross_body_shoulder_stretch,thread_the_needle"	"Move slowly, never force the range."	Drop the shoulders away from the ears.	"Stop at mild tension, not pain."	
legs_up_wall	Legs Up the Wall	recovery	yoga	"beginner,intermediate,advanced"	none	home	low	low	low	8	restorative	nervous_system	calves	"recovery,sleep,longevity"	"restorative,recovery,sleep"	10	10 minutes resting with legs supported up a wall			light	recovery	no	None	Add time if it feels good.	Use a chair or bed to prop the legs instead of a wall.	acute_injury	none	"restorative_yoga,sleep_mobility_reset"	Let your arms rest open and heavy.	Breathe slowly and evenly.	Come down slowly afterward.	
diaphragmatic_breathing	Diaphragmatic Breathing	recovery	yoga	"beginner,intermediate,advanced"	none	"home,gym,outdoor"	low	low	low	9	breathing	diaphragm	nervous_system	"recovery,longevity"	"breath,stress,sleep"	5	"5 minutes slow belly breathing, one hand on chest and one on belly"			light	recovery	no	None	Add time or slow the exhale further.	Shorten to 2-3 minutes.	dizziness	none	"box_breathing,seated_meditation_breath"	Let the belly rise more than the chest.	Keep the breath quiet and slow.	Exhale longer than you inhale.	
gentle_walk_cooldown	Gentle Walk Cooldown	recovery	runner	"beginner,intermediate,advanced"	none	"home,gym,outdoor"	low	low	low	8	locomotion	calves	heart_lungs	"recovery,longevity"	"cooldown,low_impact,recovery"	6	6 minutes easy walking to bring the heart rate down			light	recovery	no	None	Add 2 to 3 minutes.	Walk in place if space is limited.	severe_shortness_of_breath	none	"easy_walk,march_in_place"	Let your breathing settle.	"Keep the pace easy, not purposeful."	Shake out your arms and legs.	assets/gentle-walk.png
targeted_soft_tissue_release	Targeted Soft Tissue Release	recovery	yoga	"beginner,intermediate,advanced"	mobility_tools	"home,gym"	low	low	low	8	recovery	"glutes,upper_back"	nervous_system	"recovery,mobility"	"soft_tissue,recovery"	8	8 minutes easy foam rolling on tight areas			light	recovery	no	None	Add an area or a bit more time.	Use breathing instead of pressure.	acute_injury	none	foam_roll_reset	Use light to moderate pressure.	Slow down on tender spots instead of pressing harder.	Avoid rolling directly on a joint.	
active_recovery_stretch_circuit	Active Recovery Stretch Circuit	recovery	yoga	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	8	recovery	full_body	nervous_system	"recovery,mobility,longevity"	"restorative,recovery,mobility"	10	10 minutes moving through 4 to 5 gentle full-body stretches			light	recovery	no	None	Add a stretch or extend hold times.	Pick 2 to 3 stretches instead of the full circuit.	acute_injury	none	"cooldown_flow,restorative_yoga"	Move between stretches slowly.	Breathe out as you settle into each one.	Never stretch into sharp pain.	
sleep_wind_down_breath	Sleep Wind-Down Breath	recovery	yoga	"beginner,intermediate,advanced"	none	home	low	low	low	9	breathing	nervous_system	diaphragm	"recovery,sleep"	"breath,sleep,stress"	6	"6 minutes slow breathing with extended exhales, lights low"			light	recovery	no	None	Add time.	Shorten to 3 minutes.	dizziness	none	"diaphragmatic_breathing,sleep_mobility_reset"	Dim the lights if you can.	Make the exhale longer than the inhale.	Let your jaw and hands go soft.	
progressive_muscle_relaxation	Progressive Muscle Relaxation	recovery	yoga	"beginner,intermediate,advanced"	none	home	low	low	low	9	restorative	nervous_system	full_body	"recovery,sleep,longevity"	"restorative,sleep,stress"	10	10 minutes tensing and releasing muscle groups head to toe			light	recovery	no	None	Add a slower pace or extra body regions.	Focus on just the upper body or lower body.	acute_injury	none	"legs_up_wall,sleep_wind_down_breath"	"Tense gently, not to the point of cramping."	Notice the contrast as you release.	Let each region feel heavier as you go.	
band_curl	Band Curl	strength	lift	"beginner,intermediate,advanced"	bands	"home,gym"	low	low	low	6	elbow_flexion	biceps	forearms	"strength,bodybuilding"	"arms,biceps,isolation"	6	3 sets x 6-8 reps	6	8	light	accessory	no	45 seconds	Add band tension or reps.	Use a lighter band.	"elbow_pain,wrist_pain"	none	"biceps_curl,hammer_curl"	Keep elbows pinned to your sides.	Control the band on the way down.	Avoid swinging the shoulders.	
band_pull_apart	Band Pull-Apart	strength	lift	"beginner,intermediate,advanced"	bands	"home,gym"	low	low	low	6	horizontal_pull	rear_delts	upper_back	"strength,functional"	"shoulders,pull,posture"	6	3 sets x 6-8 reps	6	8	light	accessory	no	45 seconds	Use a heavier band.	Use a lighter band or reduce reps.	shoulder_pain	none	"lateral_raise,rear_delt_fly"	Squeeze the shoulder blades together.	Keep the movement slow and controlled.	Avoid shrugging the shoulders up.	
hip_hinge_drill	Hip Hinge Pattern Drill	strength	lift	"beginner,intermediate,advanced"	none	"home,gym"	low	low	low	5	hinge	"glutes,hamstrings"	low_back	"strength,functional"	"hinge,beginner,technique"	6	3 sets x 6-8 reps	6	8	light	control	no	30 seconds	Add a light dumbbell once the pattern is clean.	Use a wall or dowel touch-back cue.	low_back_pain	none	"dumbbell_good_morning,glute_bridge"	"Push the hips back first, not down."	Keep a soft bend in the knees.	"Keep the spine long, not rounded."	
